INDEX,P_TARGET_FLAG,P_TARGET_AMT
8592,0.2430388294,1282.88825
8593,0.2563400913,1282.88825
8607,0.14751468,1499.55325
8609,0.2199584804,539.15053
8610,0.2485052969,948.83513
8614,0.5565693101,1794.94243
8616,0.3931597383,2212.50883
8622,0.2385185544,1441.6923905
8623,0.1150155277,1282.88825
8624,0.4242745922,990.59177
8633,0.1556716101,1846.97542
8641,0.2762484085,740.05193
8644,0.3983253455,2643.44428
8649,0.3673055204,1290.77005
8653,0.128430113,656.53865
8657,0.1395955529,823.56521
8658,0.104731606,1074.10505
8663,0.0607706354,656.53865
8672,0.6909362509,1878.45571
8680,0.4060752854,2677.31912
8684,0.1731718163,976.88210051
8687,0.1200136975,907.07849
8688,0.123649198,1711.42915
8690,0.4609795075,2149.54825
8712,0.2404896122,1282.88825
8717,0.3422982232,1163.10558
8730,0.1415477187,573.02537
8739,0.3336190949,1441.6923905
8744,0.3245768675,740.05193
8747,0.1357069787,1282.88825
8748,0.2712861202,1037.83566
8751,0.5104086112,1961.96899
8758,0.4209515897,2134.4828
8761,0.2869522339,740.05193
8763,0.1357776647,1282.88825
8764,0.1596278188,1330.13214
8765,0.1158669798,1716.21825
8773,0.1262648874,1121.34894
8780,0.2981925131,2259.75272
8781,0.1280816984,1254.50066
8782,0.5892678514,1758.67304
8785,0.1769095825,907.07849
8786,0.0984867163,2149.54825
8797,0.5897646763,976.88210051
8799,0.0778608482,740.05193
8807,0.3826617827,2353.54235
8816,0.2007069325,1074.10505
8817,0.2443734303,1549.19169
8826,0.2429241849,2353.54235
8833,0.1172282472,698.29529
8834,0.1620211966,614.78201
8835,0.2012951074,907.07849
8840,0.1566104278,1382.16513
8843,0.0707980517,823.56521
8849,0.1671721336,1282.88825
8855,0.2466079446,2149.54825
8861,0.1790051745,1246.61886
8862,0.1777281749,823.56521
8865,0.2312030449,990.59177
8868,0.0584837517,1423.92177
8870,0.0724220699,1390.04693
8880,0.1425033913,1716.21825
8885,0.0951008168,740.05193
8894,0.3071377219,1544.40259
8895,0.1325598145,976.88210051
8899,0.1126710695,1932.88325
8912,0.4621903693,2371.3129705
8922,0.1362178491,865.32185
8924,0.1201511512,1246.61886
8928,0.1841359439,865.32185
8932,0.190587791,1282.88825
8943,0.189079536,698.29529
8945,0.1814196243,1246.61886
8946,0.214321937,1932.88325
8954,0.4328211517,2301.50936
8958,0.2871519754,1920.21235
8960,0.300798156,2181.02854
8965,0.3185533606,2557.53645
8966,0.1099699836,1423.92177
8967,0.0834873474,1204.86222
8969,0.3003734865,948.83513
8980,0.3518363747,1340.40849
8984,0.1734745223,1115.86169
8985,0.698865227,2643.44428
8988,0.4401337784,2677.31912
8989,0.2105108952,1282.88825
8995,0.096568496,1032.34841
9004,0.1732670424,907.07849
9010,0.0813472455,489.51209
9012,0.3014017367,976.88210051
9018,0.4207396353,865.32185
9036,0.1316156396,1282.88825
9037,0.2479041076,907.07849
9040,0.2311517904,1371.88878
9041,0.4111768469,948.83513
9044,0.3267171841,1627.91587
9045,0.1243673463,1115.86169
9047,0.3122350177,3076.77428
9049,0.1096483668,1282.88825
9061,0.1115710338,1282.88825
9062,0.3101597465,2061.24587
9076,0.1629489995,789.69037
9079,0.225710465,2339.8326805
9081,0.2442268674,2092.72616
9082,0.1239990302,1932.88325
9089,0.4956234957,2862.50383
9092,0.1780679058,1423.92177
9094,0.2935015866,1256.89521
9115,0.1883058661,907.07849
9117,0.2626312568,1747.69854
9118,0.469736322,2397.69354
9120,0.0493116287,1716.21825
9124,0.2215260954,1032.34841
9128,0.3005823902,2528.45071
9135,0.2283776924,1549.19169
9136,0.6585812018,2087.23891
9138,0.1910812112,1763.46214
9157,0.306443353,1282.88825
9176,0.054390252,364.24217
9183,0.2022112062,1040.23021
9187,0.3675648378,1199.37497
9188,0.2958689778,1925.6996
9190,0.3380715296,948.83513
9197,0.1359337074,1282.88825
9200,0.096568496,1932.88325
9201,0.2648196659,1669.67251
9203,0.1423181002,1282.88825
9212,0.3168124236,907.07849
9213,0.0781753865,573.02537
9214,0.4315533682,2429.17383
9217,0.1774427076,1193.5471005
9219,0.0615977071,1249.01341
9220,0.1531964384,1711.42915
9221,0.2284006855,865.32185
9237,0.1296856877,656.53865
9240,0.232918409,698.29529
9241,0.1132232959,698.29529
9248,0.2155531385,1932.88325
9253,0.590840778,1747.69854
9259,0.5330933477,3358.79441
9267,0.2016025175,573.02537
9271,0.4569466674,1163.10558
9273,0.1359477066,948.83513
9285,0.0656489857,740.05193
9290,0.1902590878,1747.69854
9291,0.3178413901,865.32185
9293,0.0608643998,990.59177
9294,0.0539588228,998.47357
9301,0.2084078219,1074.10505
9302,0.0677687328,614.78201
9312,0.1057951008,573.02537
9316,0.6894394531,2570.20735
9319,0.4627323108,3165.77481
9328,0.1099699836,740.05193
9331,0.3961100267,2397.69354
9338,0.2448075917,656.53865
9350,0.3597285211,2050.96952
9356,0.1843824049,781.80857
9359,0.1900989538,1747.69854
9362,0.3268803019,1711.42915
9364,0.1449094092,781.80857
9370,0.2452386131,2003.72563
9380,0.0436886949,1410.2121005
9386,0.0897772453,1932.88325
9394,0.4023583182,2343.266
9407,0.2187701564,976.88210051
9411,0.6073293475,907.07849
9422,0.1836895344,907.07849
9423,0.1631971065,907.07849
9429,0.1177736147,1765.85669
9433,0.2300945044,823.56521
9439,0.1249740162,740.05193
9451,0.1696798594,489.51209
9452,0.3528360913,1499.55325
9453,0.1389799921,948.83513
9460,0.1629489995,1032.34841
9465,0.2758876474,1032.34841
9470,0.2317666337,865.32185
9476,0.3550070047,1282.88825
9485,0.5164667164,1932.88325
9486,0.0490670572,1074.10505
9488,0.1986628239,1282.88825
9507,0.1188749569,656.53865
9508,0.4337754442,1546.79714
9517,0.3909753096,3142.12941
9521,0.1950149104,1032.34841
9528,0.1389156594,823.56521
9532,0.5264046944,2176.23944
9536,0.2112992862,781.80857
9540,0.3218680951,2003.72563
9542,0.3368791769,2009.21288
9546,0.203451832,823.56521
9548,0.0984658458,1499.55325
9549,0.2017315129,1682.34341
9554,0.2737346856,990.59177
9555,0.4372639014,2212.50883
9558,0.1358572961,1640.58677
9573,0.6722866279,2677.31912
9575,0.5462175208,3575.45941
9584,0.2177788313,1972.24534
9586,0.3179765605,1932.88325
9588,0.3097501013,1499.55325
9591,0.3163894959,1460.88931
9592,0.6408073818,3110.64912
9597,0.1632708984,1306.53365
9600,0.1220833407,1204.86222
9603,0.3922153949,2552.0492
9605,0.2547878237,1340.40849
9614,0.4226393899,2136.87735
9616,0.096568496,1932.88325
9622,0.2986642831,2395.29899
9624,0.2232778498,2092.72616
9629,0.7643862544,1878.45571
9633,0.0818036299,531.26873
9640,0.2329625013,823.56521
9644,0.347321688,2053.36407
9645,0.1952422822,1282.88825
9646,0.1357494607,447.75545
9648,0.698865227,3209.926
9649,0.040345253,698.29529
9660,0.169932569,1747.69854
9664,0.5048531991,2212.50883
9675,0.0862298723,698.29529
9679,0.7190567192,3460.46584
9680,0.5471605278,2849.83293
9682,0.2485052969,1515.31685
9697,0.1061427152,740.05193
9701,0.1152553685,1079.5923
9704,0.1304202817,1932.88325
9705,0.2451309574,1079.5923
9707,0.4567810811,2515.77981
9714,0.0622352345,1081.98685
9718,0.1140510868,948.83513
9722,0.1363853282,1716.21825
9739,0.1353566856,573.02537
9747,0.354778504,1557.07349
9751,0.1952422822,1932.88325
9757,0.2094799904,2217.99608
9759,0.1175805556,1032.34841
9760,0.138664538,1716.21825
9764,0.5617012714,1836.69907
9776,0.3198838152,740.05193
9778,0.1665605007,1330.13214
9786,0.288055406,1282.88825
9803,0.2056339475,2397.69354
9804,0.3095700977,698.29529
9815,0.0830822966,1032.34841
9824,0.1360426617,976.88210051
9825,0.3583187536,2217.99608
9826,0.3926702465,2677.31912
9827,0.1001572204,1215.13857
9833,0.1185869351,990.59177
9835,0.0820790499,447.75545
9860,0.1230347764,1340.40849
9865,0.2180043611,1282.88825
9871,0.2561811929,823.56521
9874,0.2682800347,865.32185
9880,0.2083905848,1282.88825
9882,0.4905832473,1502.64595
9885,0.2281411452,1716.21825
9888,0.4226393899,3079.16883
9892,0.0372951593,976.88210051
9893,0.3198283478,2212.50883
9896,0.2959902313,531.26873
9902,0.1135912856,781.80857
9906,0.204800732,1875.0223905
9910,0.2265722778,1282.88825
9914,0.1719468874,1282.88825
9918,0.3955404421,1441.6923905
9920,0.2538109032,1906.5026805
9926,0.3481182921,656.53865
9931,0.2723640566,1282.88825
9935,0.2557071049,1282.88825
9945,0.5438730179,2645.83883
9953,0.3250451574,2371.3129705
9957,0.1280910003,1115.86169
9963,0.1213915408,740.05193
9972,0.1008036671,1340.40849
9976,0.2769791015,1557.07349
9979,0.177928034,1682.34341
9980,0.0931196942,1256.89521
9982,0.1464015056,698.29529
9991,0.4409764817,1932.88325
10000,0.1536702482,1282.88825
10003,0.1476369128,976.88210051
10005,0.561966155,1716.21825
10014,0.0421315785,573.02537
10032,0.439012889,3142.12941
10034,0.2762484085,698.29529
10041,0.1269644447,698.29529
10042,0.1185227756,976.88210051
10044,0.1536702482,1716.21825
10045,0.1470361489,1499.55325
10054,0.2126537064,1679.94886
10061,0.3186359023,865.32185
10062,0.3476330098,1627.91587
10073,0.2005923408,2009.21288
10081,0.1416198972,1157.61833
10084,0.3716422628,1037.83566
10086,0.1160366608,907.07849
10093,0.3460373066,1961.96899
10101,0.6064093672,1836.69907
10105,0.280050399,1282.88825
10110,0.312058292,1920.21235
10113,0.483197628,1964.36354
10115,0.4164897905,2434.66108
10119,0.4358978873,2371.3129705
10121,0.2856103648,2371.3129705
10124,0.8624315795,2635.56248
10126,0.3623183935,2053.36407
10127,0.2109369905,698.29529
10145,0.1192553929,2149.54825
10147,0.206018249,1298.65185
10148,0.096568496,865.32185
10162,0.2039263935,990.59177
10163,0.2673652904,1282.88825
10166,0.6421703039,1846.97542
10172,0.1445040984,865.32185
10173,0.4513434755,3575.45941
10175,0.0682100142,1282.88825
10180,0.1536702482,1256.89521
10186,0.096568496,614.78201
10192,0.4185900411,2862.50383
10199,0.2690007619,2397.69354
10209,0.7331434249,2818.35264
10210,0.1443466542,823.56521
10214,0.0999396942,1846.97542
10215,0.4163573057,1747.69854
10216,0.5441188484,3110.64912
10232,0.4003402362,1371.88878
10239,0.2478377756,1074.10505
10249,0.045575995,976.88210051
10253,0.4226393899,1878.45571
10255,0.1808209851,1074.10505
10262,0.064863055,1465.67841
10264,0.1450671322,990.59177
10266,0.1933879034,489.51209
10268,0.1563297522,698.29529
10271,0.3731270666,1598.83013
10272,0.3031496765,1441.6923905
10276,0.3847824857,1288.3755
10277,0.0757209532,489.51209
10279,0.6321380333,1455.40206
10281,0.1432358683,1282.88825
10285,0.0514769465,405.99881
10294,0.3545141599,2092.72616
10300,0.1143455123,1282.88825
